Course Code,Course Title,Type of Textbook,ISBN,Title Linked to Library holdings,Author,Edition,Publisher
MKTG1487,Marketing Analytics,Recommended,9781260597745 9781264363667(e),Essentials of Marketing Analytics,"""Hair, Dana E. Harrison, and Haya Ajjan""",ISE,McGraw-Hill Education
MKTG1487,Marketing Analytics,Recommended,9781292360867 9781292360874(e),Key Marketing Metrics : The 50+ Metrics Every Manager Needs to Know,"""Bendle, Paul Farris, Phillip Pfeifer, and David Reibstein""",3rd,Pearson Education
NURS1019,Child and Family Nursing in the Community,Highly recommended,9781032129075 9781000459517(e),Mary Sheridan's From Birth to Five Years: Children's Developmental Progress,"M Sheridan, A Sharma, H Cockerill",5th,Routledge
NURS1019,Child and Family Nursing in the Community,Prescribed,9781108797832 9781108869966(e),An Introduction to Community and Primary Health Care,"D Guzys, R Brown, E Halcomb, D Whitehead",3rd,Cambridge University Press
NURS1019,Child and Family Nursing in the Community,Prescribed,9780170452052 9780170292450(e),Communications Toolkit,"Jane Grellier, Veronica Goerke, Katie Fielding",5th,Cengage Learning
NURS1019,Child and Family Nursing in the Community,Prescribed,9781119647072 9781119647386(e),Paediatric Handbook,"K Harding, D Mason, D Efron",10th,John Wiley & Sons
NURS1019,Child and Family Nursing in the Community,Prescribed,9780323476508 9780323476492(e),Pediatric Physical Examination: An Illustrated Handbook,K Duderstadt,3rd,Mosby: Philadelphia
NURS1019,Child and Family Nursing in the Community,Prescribed,9781009218320 9781009218368(e),Working With Families Experiencing Vulnerability: A Partnership Approach,S Heward-Belle & M Tsantefski,3rd,Cambridge University Press
NURS1019,Child and Family Nursing in the Community,Recommended,9780729543255(e),Communication: Core Interpersonal Skills For Health Professionals,G O'Toole,4th,Elsevier Australia
NURS1023,Child and Family Health Assessment,Highly recommended,9780729543255(e),Communication: Core Interpersonal Skills For Health Professionals,G O'Toole,4th,Elsevier Australia
NURS1023,Child and Family Health Assessment,Prescribed,9780170452052 9780170292450(e),Communications Toolkit,"Jane Grellier, Veronica Goerke, Katie Fielding",5th,Cengage Learning
NURS1023,Child and Family Health Assessment,Prescribed,9780367522551 9781032129518(e),From Birth to Five Years: Practical Developmental Examination,"A, Sharma & H, Cockerill",2nd,Routledge
NURS1023,Child and Family Health Assessment,Prescribed,9780367522520 9781032129075(e),Mary Sheridan's From Birth to Five Years: Children's Developmental Progress,"M Sheridan, A Sharma, H Cockerill",5th,Routledge
NURS1023,Child and Family Health Assessment,Prescribed,9781119647072 9781119647386(e),Paediatric Handbook,"K Harding, D Mason, D Efron",10th,John Wiley & Sons
NURS1023,Child and Family Health Assessment,Prescribed,9780323476508 9780323476492(e),Pediatric Physical Examination: An Illustrated Handbook,K Duderstadt,3rd,Mosby: Philadelphia
NURS1131,Complex Nursing Care,Prescribed,9780729542982 9780729587204(e),Emergency and Trauma Care for Nurses and Paramedics,"Curtis, K et al",3rd,Elsevier Australia
NURS2181,Child and Family Nutrition,Prescribed,9780170452052 9780170292450(e),Communications Toolkit,"Jane Grellier, Veronica Goerke, Katie Fielding",5th,Cengage Learning
NURS2181,Child and Family Nutrition,Prescribed,9781000369748 9780367554569(e),"Infant, Child and Adolescent Nutrition: A Practical Handbook",J More,2nd,CRC Press
NURS2182,Foundational Parent-Infant Mental Health,Highly recommended,9781009218320 9781009218368(e),Working With Families Experiencing Vulnerability: A Partnership Approach,S Heward-Belle & M Tsantefski,3rd,Cambridge University Press
NURS2182,Foundational Parent-Infant Mental Health,Prescribed,9780170452052 9780170292450(e),Communications Toolkit,"Jane Grellier, Veronica Goerke, Katie Fielding",5th,Cengage Learning
NURS2182,Foundational Parent-Infant Mental Health,Prescribed,9781462537105 9781462537143(e),Handbook of Infant Mental Health,C Zeanah,4th,Guilford Press
NURS2183,Clinical Practice MCH 2,Prescribed,9780170452052 9780170292450(e),Communications Toolkit,"Jane Grellier, Veronica Goerke, Katie Fielding",5th,Cengage Learning
NURS2183,Clinical Practice MCH 2,Prescribed,9780367522551 9781032129518(e),From Birth to Five Years: Practical Developmental Examination,"A, Sharma & H, Cockerill",2nd,Routledge
NURS2183,Clinical Practice MCH 2,Prescribed,9780367522520 9781032129075(e),Mary Sheridan's From Birth to Five Years: Children's Developmental Progress,"M Sheridan, A Sharma, H Cockerill",5th,Routledge
NURS2183,Clinical Practice MCH 2,Prescribed,9781119647072 9781119647386(e),Paediatric Handbook,"K Harding, D Mason, D Efron",10th,John Wiley & Sons
NURS2184,Parent-Infant Mental Health,Highly recommended,9780170452052 9780170292450(e),Communications Toolkit,"Jane Grellier, Veronica Goerke, Katie Fielding",5th,Cengage Learning
NURS2184,Parent-Infant Mental Health,Highly recommended,9781462537105 9781462537150(e),Handbook of Infant Mental Health,C Zeanah,4th,Guilford Press
NURS2184,Parent-Infant Mental Health,Highly recommended,9780367522520 9781032129075(e),Mary Sheridan's From Birth to Five Years: Children's Developmental Progress,"M Sheridan, A Sharma, H Cockerill",5th,Routledge
NURS2202,Families in Contemporary Society,Highly recommended,9780729543255 9780729587730(e),Communication: Core Interpersonal Skills For Health Professionals,G O'Toole,4th,Elsevier Australia
NURS2202,Families in Contemporary Society,Highly recommended,9781009218320 9781009218344(e),Working With Families Experiencing Vulnerability: A Partnership Approach,S Heward-Belle & M Tsantefski,3rd,Cambridge University Press
NURS2202,Families in Contemporary Society,Prescribed,9781108797832 9781108869966(e),An Introduction to Community and Primary Health Care,"D Guzys, R Brown, E Halcomb, D Whitehead",3rd,Cambridge University Press
NURS2202,Families in Contemporary Society,Prescribed,9780170452052 9780170292450(e),Communications Toolkit,"Jane Grellier, Veronica Goerke, Katie Fielding",5th,Cengage Learning
NURS2203,Clinical Practice MCH 1,Highly recommended,9780729543255(e),Communication: Core Interpersonal Skills For Health Professionals,G O'Toole,4th,Elsevier Australia
NURS2203,Clinical Practice MCH 1,Highly recommended,9780367554569 9781000369755(e),"Infant, Child and Adolescent Nutrition: A Practical Handbook",J More,2nd,CRC Press
NURS2203,Clinical Practice MCH 1,Prescribed,9780170452052 9780170292450(e),Communications Toolkit,"Jane Grellier, Veronica Goerke, Katie Fielding",5th,Cengage Learning
NURS2203,Clinical Practice MCH 1,Prescribed,9780367522551 9781032129518(e),From Birth to Five Years: Practical Developmental Examination,"A, Sharma & H, Cockerill",2nd,Routledge
NURS2203,Clinical Practice MCH 1,Prescribed,9780367522520 9781032129075(e),Mary Sheridan's From Birth to Five Years: Children's Developmental Progress,"M Sheridan, A Sharma, H Cockerill",5th,Routledge
NURS2204,Principles and Practice A,Highly recommended,9780729543378 9780729587921(e),Jarvis’s Health Assessment and Physical Examination,"Jarvis, C",3rd,Elsevier Australia
NURS2205,Principles and Practice B,Highly recommended,9780170452649 9780170459921(e),Clinical psychomotor skills. Assessment skills for nurses (5 point),Tollefson,8th,Cengage Learning
NURS2205,Principles and Practice B,Highly recommended,9780170410793 9780170282871(e),Clinical psychomotor skills. Assessment skills for nurses (5 point),Tollefson,7th,Cengage Learning
NURS2205,Principles and Practice B,Highly recommended,9780729543378 9780729587921(e),Jarvis’s Health Assessment and Physical Examination,"Jarvis, C",3rd,Elsevier Australia
NURS2205,Principles and Practice B,Prescribed,9780729543415 9780729587983 (e),Potter & Perrys Fundamentals of Nursing - ANZ edition,"Crisp, J.",6th,Elsevier Australia
NURS2209,Pharmacology for Nursing Practice,Prescribed,9780170423694 9780170286466(e),Clinical Dosage Calculations,"Brotto V, Rafferty K",3rd,Cengage Learning
OENG1036,Pollution Control,Recommended,9781292025759 9781292038179(e),Introduction to Environmental Engineering and Science,"Gilbert M. Masters, Wendell P. Ela",3rd,Pearson Education
OENG1206,Digital Fundamentals,Prescribed,9781265139193 9781265714215(e),MATLAB for Engineering Applications,Palm W. J.,5th,McGraw-Hill Education
OENG1208,Engineering Science,Prescribed,9781292020761 9781292034010(e),Physics for Scientists and Engineers with Modern Physics,Giancoli,"4th, Pearson New International edition.",Pearson Education
OENG1208,Engineering Science,Recommended,9780655700104,Heinemann Physics 12,"Nardelli, Daniell",5th,Pearson Education
OHTH5522C,MEA101B OHS AeroMaintenance,Prescribed,9781619546271,Aircraft Systems for Pilots,DeRemer,4th,ASA
OMGT1039,Operations Management,Highly recommended,9781260575712 9781260590654(e),Operations Management,"William J Stevenson,",14th,McGraw-Hill Education
OMGT1053,Supply Chain Management Strat,Recommended,9781292257891 9781292257914(e),"Supply Chain Management: Strategy, Planning, and Operation",Chopra & Meindl,7th Global,Pearson Education
OMGT1062,Transportation and Freight Logistics,Highly recommended,9781337406642 9781337672306(e),Transportation : A Global Supply Chain Perspective,Coyle ET AL,9th,Cengage Learning
OMGT1062,Transportation and Freight Logistics,Highly recommended,9780357908549 9788000045030(e),Transportation: A Global Supply Chain Perspective,"Robert A. Novack, Brian Gibson, Yoshinori Suzuki",10th,Cengage Learning
OMGT1070,Procurement Management and Global Sourcing,Recommended,9781285869681 9781305809789(e),Purchasing and Supply Chain Management,"Monczka, R. M., Handfield, R. B., Giunipero, L. C and Patterson, James L.",6th,Cengage Learning
OMGT1070,Procurement Management and Global Sourcing,Recommended,9780357442142 9780357132258(e),Purchasing and Supply Chain Management,"Monczka, R. M., Handfield, R. B., Giunipero, L. C and Patterson, James L.",7th,Cengage Learning
OMGT1074,Warehouse & Distribu Channels,Recommended,9780749462697 9780749462703(e),Distribution Channels - Understanding & managing channels to market,Dent J,2nd,Kogan Page
OMGT1074,Warehouse & Distribu Channels,Recommended,9780749479770 9780749479787(e),"""Warehouse Management - A complete guide to improving efficiency and minimizing costs in the modern warehouse""",Richards G,3rd,Kogan Page
OMGT1082,Introduction to Logistics and Supply Chain Management,Highly recommended,9780357442135 9780357132302(e),Supply Chain Management : A Logistics Perspective,"Coyle, J., Langley Jr., C. John, Gibson, Brian, & Novack, Robert A.",11th,Cengage Learning
OMGT1082,Introduction to Logistics and Supply Chain Management,Highly recommended,9781305859975 9781305888692(e),Supply Chain Management : A Logistics Perspective,"Coyle, J., Langley Jr., C. John, Gibson, Brian, & Novack, Robert A.",10th,Cengage Learning
OMGT2060,Supply Chain Management Strat,Recommended,9781292257891 9781292257914(e),"Supply Chain Management: Strategy, Planning, and Operation",Chopra & Meindl,7th Global,Pearson Education
OMGT2062,Transportation and Freight Logistics,Highly recommended,9781337406642 9781337672306(e),Transportation : A Global Supply Chain Perspective,Coyle ET AL,9th,Cengage Learning
OMGT2062,Transportation and Freight Logistics,Highly recommended,9780357908549 9788000045030(e),Transportation: A Global Supply Chain Perspective,"Robert A. Novack, Brian Gibson, Yoshinori Suzuki",10th,Cengage Learning
OMGT2065,Introduction to Logistics and Supply Chain Management,Highly recommended,9780357442135 9780357132302(e),Supply Chain Management : A Logistics Perspective,"Coyle, J., Langley Jr., C. John, Gibson, Brian, & Novack, Robert A.",11th,Cengage Learning
OMGT2065,Introduction to Logistics and Supply Chain Management,Highly recommended,9781305859975 9781305888692(e),Supply Chain Management : A Logistics Perspective,"Coyle, J., Langley Jr., C. John, Gibson, Brian, & Novack, Robert A.",10th,Cengage Learning
OMGT2087,Supply Chain Modelling & Design,Highly recommended,9780357132098 9780357711026(e),Spreadsheet Modeling & Decision Analysis: A Practical Introduction to Business Analytics,Cliff Ragsdale,9th,Cengage Learning
OMGT2101,Procurement Management and Global Sourcing,Recommended,9781285869681 9781305809789(e),Purchasing and Supply Chain Management,"Monczka, R. M., Handfield, R. B., Giunipero, L. C and Patterson, James L.",6th,Cengage Learning
OMGT2101,Procurement Management and Global Sourcing,Recommended,9780357442142 9780357132258(e),Purchasing and Supply Chain Management,"Monczka, R. M., Handfield, R. B., Giunipero, L. C and Patterson, James L.",7th,Cengage Learning
OMGT2105,Supply Chain Management Strat,Recommended,9781292257891 9781292257914(e),"Supply Chain Management: Strategy, Planning, and Operation, Global Edition",Chopra & Meindl,7th global,Pearson Education
OMGT2106,Operations Management,Highly recommended,9781260575712 9781260590654(e),Operations Management,"William J Stevenson,",14th,McGraw-Hill Education
OMGT2146,Supply Chain Analytics,Highly recommended,9780357715468 9780357715574(e),An Introduction to Management Science : Quantitative Approach,Camm/Cochran/Fry/Ohlmann/Anderson/Sweeney/Williams,16th,Cengage Learning
OMGT2146,Supply Chain Analytics,Highly recommended,9781337406529 9781337671286(e),An Introduction to Management Science : Quantitative Approach,Anderson/Sweeney/Williams/Camm/Cochran/Fry/Ohlmann,15th,Cengage Learning
OMGT2155,Supply Chain Technologies,Highly recommended,9780749486334 9780749486341(e),The Logistics and Supply Chain Innovation Handbook: Disruptive Technologies and New Business Models,"Manners-Bell, John ; Lyon, Ken",1st,Kogan Page
OMGT2182,Supply Chain Analytics,Highly recommended,9780357715468 9780357715574(e),An Introduction to Management Science : Quantitative Approach,Camm/Cochran/Fry/Ohlmann/Anderson/Sweeney/Williams,16th,Cengage Learning
OMGT2182,Supply Chain Analytics,Highly recommended,9781337406529 9781337671286(e),An Introduction to Management Science : Quantitative Approach,Anderson/Sweeney/Williams/Camm/Cochran/Fry/Ohlmann,15th,Cengage Learning
OMGT2191,Strategic Operations and Supply Chain Management,Highly recommended,9781292257891 9781292257914(e),"Supply Chain Management: Strategy, Planning ,and Operation",Chopra,7th Global,Pearson Education
OMGT2197,Procurement Management and Global Sourcing,Recommended,9781285869681 9781305809789(e),Purchasing and Supply Chain Management,"Monczka, R. M., Handfield, R. B., Giunipero, L. C and Patterson, James L.",6th,Cengage Learning
OMGT2197,Procurement Management and Global Sourcing,Recommended,9780357442142 9780357132258(e),Purchasing and Supply Chain Management,"Monczka, R. M., Handfield, R. B., Giunipero, L. C and Patterson, James L.",7th,Cengage Learning
OMGT2198,Supply Chain Management Strat,Recommended,9781292257891 9781292257914(e),"Supply Chain Management: Strategy, Planning, and Operation",Chopra & Meindl,7th Global,Pearson Education
OMGT2201,Supply Chain Analytics,Highly recommended,9780357715468 9780357715574(e),An Introduction to Management Science : Quantitative Approach,Camm/Cochran/Fry/Ohlmann/Anderson/Sweeney/Williams,16th,Cengage Learning
OMGT2201,Supply Chain Analytics,Highly recommended,9781337406529 9781337671286(e),An Introduction to Management Science : Quantitative Approach,Anderson/Sweeney/Williams/Camm/Cochran/Fry/Ohlmann,15th,Cengage Learning
OMGT2214,Valuation and Property Principles,Highly recommended,9780367485887,Real Property in Australia,Michael J Hefferan,3rd,Routledge
OMGT2221,Introduction to Logistics and Supply Chain Management,Highly recommended,9780357442135 9780357132302(e),Supply Chain Management : A Logistics Perspective,"Coyle, J., Langley Jr., C. John, Gibson, Brian, & Novack, Robert A.",11th,Cengage Learning
OMGT2221,Introduction to Logistics and Supply Chain Management,Highly recommended,9781305859975 9781305888692(e),Supply Chain Management : A Logistics Perspective,"Coyle, J., Langley Jr., C. John, Gibson, Brian, & Novack, Robert A.",10th,Cengage Learning
OMGT2222,Transportation and Freight Logistics,Highly recommended,9781337406642 9781337672306(e),Transportation : A Global Supply Chain Perspective,Coyle ET AL,9th,Cengage Learning
OMGT2222,Transportation and Freight Logistics,Highly recommended,9780357908549 9788000045030(e),Transportation: A Global Supply Chain Perspective,"Robert A. Novack, Brian Gibson, Yoshinori Suzuki",10th,Cengage Learning
OMGT2223,Supply Chain Analytics,Highly recommended,9780357715468 9780357715574(e),An Introduction to Management Science : Quantitative Approach,Camm/Cochran/Fry/Ohlmann/Anderson/Sweeney/Williams,16th,Cengage Learning
OMGT2223,Supply Chain Analytics,Highly recommended,9781337406529 9781337671286(e),An Introduction to Management Science : Quantitative Approach,Anderson/Sweeney/Williams/Camm/Cochran/Fry/Ohlmann,15th,Cengage Learning
OMGT2224,Warehouse & Distribu Channels,Recommended,9780749462697 9780749462703(e),Distribution Channels - Understanding & managing channels to market,Dent J,2nd,Kogan Page
OMGT2224,Warehouse & Distribu Channels,Recommended,9780749479770 9780749479787(e),"""Warehouse Management - A complete guide to improving efficiency and minimizing costs in the modern warehouse""",Richards G,3rd,Kogan Page
OMGT2225,Procurement Management and Global Sourcing,Recommended,9781285869681 9781305809789(e),Purchasing and Supply Chain Management,"Monczka, R. M., Handfield, R. B., Giunipero, L. C and Patterson, James L.",6th,Cengage Learning
OMGT2225,Procurement Management and Global Sourcing,Recommended,9780357442142 9780357132258(e),Purchasing and Supply Chain Management,"Monczka, R. M., Handfield, R. B., Giunipero, L. C and Patterson, James L.",7th,Cengage Learning
OMGT2226,Retail and Service Logistics,Recommended,9781265072469 9781265586249(e),Retailing Management,"Levy, Weitz, Grewal",11th ISE,McGraw-Hill Education
OMGT2228,Operations Management,Highly recommended,9781260575712 9781260590654(e),Operations Management,"William J Stevenson,",14th,McGraw-Hill Education
OMGT2229,Supply Chain Management Strat,Recommended,9781292257891 9781292257914(e),"Supply Chain Management: Strategy, Planning, and Operation, Global Edition",Chopra & Meindl,7th Global,Pearson Education
OMGT2230,Supply Chain Technologies,Highly recommended,9780749486334 9780749486341(e),The Logistics and Supply Chain Innovation Handbook: Disruptive Technologies and New Business Models,"Manners-Bell, John ; Lyon, Ken",1st,Kogan Page
OMGT2246,Global Trade Operations,Recommended,9781119117827 9781119123996(e),Global logistics and supply chain management,"Mangan, John/Lalwani, Chandra",3rd,John Wiley & Sons
OMGT2246,Global Trade Operations,Recommended,9781292274157 9781292274171(e),International Business,"Collinson, Simon, Narula, Rajneesh, and Rugman, Alan M",8th,Pearson Education
OMGT2246,Global Trade Operations,Recommended,9780367364625 9781000061468(e),The Geography of Transport Systems,Jean-Paul Rodrigue,5th,Routledge
OMGT2277,Supply Chain Analytics,Highly recommended,9780357715468 9780357715574(e),An Introduction to Management Science : Quantitative Approach,Camm/Cochran/Fry/Ohlmann/Anderson/Sweeney/Williams,16th,Cengage Learning
OMGT2277,Supply Chain Analytics,Highly recommended,9781337406529 9781337671286(e),An Introduction to Management Science : Quantitative Approach,Anderson/Sweeney/Williams/Camm/Cochran/Fry/Ohlmann,15th,Cengage Learning
OMGT2279,Transportation and Freight Logistics,Highly recommended,"""9781337406642 9781337672306(e)""",Transportation : A Global Supply Chain Perspective,Coyle ET AL,9th,Cengage Learning
OMGT2279,Transportation and Freight Logistics,Highly recommended,9780357908549 9788000045030(e),Transportation: A Global Supply Chain Perspective,"Robert A. Novack, Brian Gibson, Yoshinori Suzuki",10th,Cengage Learning
OMGT2287,Supply Chain Modelling & Design,Highly recommended,9780357132098 9780357711026(e),Spreadsheet Modeling & Decision Analysis: A Practical Introduction to Business Analytics,Cliff Ragsdale,9th,Cengage Learning
OMGT2313,Introduction to Logistics and Supply Chain Management,Highly recommended,9780357442135 9780357132302(e),Supply Chain Management : A Logistics Perspective,"Coyle, J., Langley Jr., C. John, Gibson, Brian, & Novack, Robert A.",11th,Cengage Learning
OMGT2313,Introduction to Logistics and Supply Chain Management,Highly recommended,9781305859975 9781305888692(e),Supply Chain Management : A Logistics Perspective,"Coyle, J., Langley Jr., C. John, Gibson, Brian, & Novack, Robert A.",10th,Cengage Learning
OMGT2315,Transportation and Freight Logistics,Highly recommended,"""9781337406642 9781337672306(e)""",Transportation : A Global Supply Chain Perspective,Coyle ET AL,9th,Cengage Learning
OMGT2315,Transportation and Freight Logistics,Highly recommended,9780357908549 9788000045030(e),Transportation: A Global Supply Chain Perspective,"Robert A. Novack, Brian Gibson, Yoshinori Suzuki",10th,Cengage Learning
ONPS1054,Medical Microbiology 1,Prescribed,9780198818144 9780192592415(e),Medical Microbiology,"Ford, Michael",3rd,Oxford University Press
ONPS2032,Principles of Pharmacology and Toxicology,Prescribed,9780323873956 9780323873987(e),Rang & Dale's Pharmacology,"Ritter J.M., Flower R.J., Henderson G., Loke Y.K., MacEwan D., Robinson E., Fullerton J.",10th,Elsevier Australia
ONPS2060,Pharmacology and Toxicology,Prescribed,9780729543903 9780729597715(e),Pharmacology for Health Professionals,"Knights K., Darroch S., Rowland A., Bushell M.",6th,Elsevier Australia
ONPS2093,Molecular Genetics and Diagnostics,Prescribed,9780367490812,Genetics and Genomics in Medicine,"Tom Strachan, Anneke Lucassen",2nd,CRC Press
ONPS2118,Medical Microbiology 1,Prescribed,9780198818144 9780192592415(e),Medical Microbiology,"Ford, Michael",3rd,Oxford University Press
ONPS2153,Medical Informatics and Laboratory Management,Prescribed,9780943903187,Laboratory Management: Principles and Processes,Denise M. Harmening,4th,DH Book Publishing
ONPS2298,Histology,Prescribed,9780702083341 9780702083365(e),Wheater's Functional Histology : A Text and Colour Atlas,Barbara Young Geraldine O'Dowd Phillip Woodford,7th,Elsevier Australia
ONPS2298,Histology,Recommended,9781455751952 9780323265768(e),Comprehensive Cytopathology,Bibbo,4th,Elsevier Australia
ONPS2298,Histology,Recommended,"""9780323694643 9780323694667(e)""",Netter's Essential Histology,"Ovalle, William K.Nahirney, Patrick C.",3rd,Elsevier Australia
ONPS2300,Transfusion and Transplantation Science 2,Prescribed,9780803694439 9781719653138(e),Clinical Hematology and Fundamentals of Hemostasis,Denise M. Harmening and Harmening,6th,F. A. Davis
ONPS2300,Transfusion and Transplantation Science 2,Prescribed,9780803668881 9780803668898(e),Modern Blood Banking and Transfusion Practices.,Denise M Harmening,7th,F. A. Davis
ONPS2300,Transfusion and Transplantation Science 2,Prescribed,9780323530453 9780323549639(e),Rodak's hematology : clinical principles and applications,"Elaine M. Keohane, Catherine N. Otto and Jeanine M. Walenga",6th,Elsevier Australia
ONPS2313,Honours Science 1,Prescribed,9781009397759 9781009397735(e),Introduction to Electrodynamics,David Griffiths,5th,Cambridge University Press
ONPS2361,Advanced Transfusion and Transplantation Science,Prescribed,9780803694439 9781719653138(e),Clinical Hematology and Fundamentals of Hemostasis,Denise M. Harmening and Harmening,6th,F. A. Davis
ONPS2361,Advanced Transfusion and Transplantation Science,Prescribed,9780803668881 9780803668898(e),Modern Blood Banking and Transfusion Practices.,Denise M Harmening,7th,F. A. Davis
ONPS2361,Advanced Transfusion and Transplantation Science,Prescribed,9780323530453 9780323549639(e),Rodak's hematology : clinical principles and applications,"Elaine M. Keohane, Catherine N. Otto and Jeanine M. Walenga",6th,Elsevier Australia
ONPS2490,Research Methods for Pharmacy Students,Highly recommended,9781394177202 9781394177226(e),Understanding Research Methods for Evidence-Based Practice in Health,Greenhalgh,3rd,John Wiley & Sons
ONPS2493,Pharmacology of Therapeutic Agents 1,Prescribed,9780702074486 9780702080616(e),Rang & Dale's Pharmacology,"Rang, Ritter, Flower, Henderson",9th,Elsevier Australia
ONPS2532,Histology,Prescribed,9780702083341 9780702083365(e),Wheater's Functional Histology : A Text and Colour Atlas,Barbara Young Geraldine O'Dowd Phillip Woodford,7th,Elsevier Australia
ONPS2532,Histology,Recommended,9780702068645 9780702068645(e),Bancroft's Theory and Practice of Histological Techniques,Bancroft & Layton,8th,Elsevier Australia
ONPS2532,Histology,Recommended,9781455751952 9780323265768(e),Comprehensive Cytopathology,Bibbo,4th,Elsevier Australia
ONPS2532,Histology,Recommended,"""9780323694643 9780323694667(e)""",Netter's Essential Histology,"Ovalle, William K.Nahirney, Patrick C.",3rd,Elsevier Australia
ONPS2559,Clinical Immunology,Prescribed,9780815345121,Case Studies in Immunology,"""Raif Geha and Luigi Notarangelo """,7th,Taylor and Francis
ONPS2559,Clinical Immunology,Prescribed,9780393533378 9780393533354,The Immune System,Peter Parham,5th,W.W Norton
ONPS2559,Clinical Immunology,Recommended,9780393884913,Janeway's Immunobiology,"""Kenneth Murphy and Casey Weaver """,10th,W.W Norton
ONPS2559,Clinical Immunology,Recommended,9781319114701 9781319188535(e),Kuby Immunology,"Jenni Punt, Sharon Stranford, Patricia Jones, Judith A Owen",8th,Macmillan Education
ONPS2639,Molecular Genetics and Diagnostics,Prescribed,9780367490812,Genetics and Genomics in Medicine,"Tom Strachan, Anneke Lucassen",2nd,CRC Press
ONPS2646,Advanced Imaging Apps 1,Prescribed,9780323312882 9780323323017(e),"Computed tomography : physical principles, clinical applications, and quality control","Seeram, Euclid",4th,Elsevier Australia
ONPS2720,Food Processing Technology,Highly recommended,9780323857376 9780323984317(e),Food Processing Technology: Principles and Practice,Fellows,5th,Elsevier Australia
ONPS2724,Genomic Medicine,Prescribed,9780367490812,Genetics and Genomics in Medicine,"Tom Strachan, Anneke Lucassen",2nd,CRC Press
ONPS2730,Applied Nutrition,Recommended,9780170366670 9780170278492(e),Understanding nutrition,"Eleanor Whitney, Sharon Rolfes, Tim Crowe, David Cameron-Smith & Adam Walsh",3rd ANZ,Cengage Learning
"""ONPS2733 """,Food Processing Technology,Highly recommended,9780323857376 9780323984317(e),Food Processing Technology: Principles and Practice,Fellows,5th,Elsevier Australia
PHAR1006,Pharmacy Practice 3,Highly recommended,9780729541435 9780729581431(e),Australian Pharmacy Law and Practice,"Laetitia Hattingh, John Low and Kim",2nd,Elsevier Australia
PHAR1006,Pharmacy Practice 3,Highly recommended,9781975128555,Stoklosa and Ansel's Pharmaceutical calculations,Ansel,16th,Lippincott Williams & Wilkins
PHAR1006,Pharmacy Practice 3,Prescribed,9780729542883 9780729587044(e),Community Pharmacy ANZ Edition Symptoms Diagnosis and Treatment,Paul Rutter and David Newby,4th ANZ,Elsevier Australia
PHAR1007,Pharmacy Practice 4,Highly recommended,9781975128555,Stoklosa and Ansel's Pharmaceutical calculations,Ansel,16th,Lippincott Williams & Wilkins
PHAR1013,Advanced Medicine Formulations,Highly recommended,9780857113757,Handbook of Pharmaceutical Excipients,Sheskey et al,9th,Pharmaceutical Press
PHAR1013,Advanced Medicine Formulations,Prescribed,9780702070051 9780702070013(e),Aulton's pharmaceutics : the design and manufacture of medicines,"Taylor, Kevin M. G; Aulton, Michael E",5th,Pharmaceutical Press
PHAR1013,Advanced Medicine Formulations,Prescribed,9780702081545,Aulton's pharmaceutics : the design and manufacture of medicines,"Taylor, Kevin M. G; Aulton, Michael E",6th,Pharmaceutical Press
PHAR1013,Advanced Medicine Formulations,Recommended,9781489986467 9781461408819(e),Fundamentals and Applications of Controlled Release Drug Delivery,"Siepmann, Juergen. editor.; Siegel, Ronald A. editor.; Rathbone, Michael J. editor.; Controlled Release Society.",2012,Springer
PHAR1013,Advanced Medicine Formulations,Recommended,9781489994103 9781461444398(e),Long Acting Animal Health Drug Products Fundamentals and Applications,"Rathbone, Michael J. editor.; McDowell, Arlene. editor",2013,Springer
PHAR1013,Advanced Medicine Formulations,Recommended,9780470450291 9781118140475(e),Topical and transdermal drug delivery principles and practice,"Benson, Heather A. E.; Watkinson, Adam C.",2011,John Wiley & Sons
PHYS2176,Radiation & Nuclear Physics,Prescribed,9780521657334 9781139164405(e),An Introduction to Nuclear Physics,W. N. Cottingham & D. A. Greenwood,2nd,Cambridge University Press
PHYS2184,Microgravity Science,Prescribed,9781838803407,Preparation of Space Experiments,Vladimir Pletser,1st,IntechOpen
POLI1068,International Human Rights and Law,Prescribed,9781595588609 9781595588630(e),Crimes Against Humanity,G Robertson,4th,Penguin
PROC2080,Process thermodynamics,Prescribed,9781260597684 9781264364596(e),Introduction to chemical engineering thermodynamics,"Smith, J.M.",9th,McGraw-Hill Education
PROC2097,Engineering Materials,Highly recommended,9781305077102 9781305446335(e),The Science and Engineering of Materials,Donald Askeland and Wendelin Wright,7th SI,Cengage Learning
PUBH1361,Principles and Practice of OHS,Recommended,9781138481770 9781351059787(e),Foundations of Safety Science : A Century of Understanding Accidents and Disasters,Dekker,1st,CRC press
RADI1136,RT Practice 1,Highly recommended,9780323596954 9780323596961(e),Washington & Leaver's Principles and Practice of Radiation Therapy,Washington et al.,5th,Elsevier Australia
RADI1184,Medical Imaging 1,Prescribed,9780702069550 9780702085307(e),"Medical Imaging : Techniques, Reflection and Evaluation",Elizabeth Carver; Barry Carver; Karen Knapp,3rd,Elsevier Australia
RADI1205,Radiation Therapy 5,Highly recommended,9780323596954 9780323596961(e),Washington & Leaver's Principles and Practice of Radiation Therapy,Washington et al.,5th,Elsevier Australia
